?번호,k-아파트코드,k-아파트명,주소(시군구),주소(읍면동),"k-단지분류(아파트,주상복합등등)",k-세대타입(분양형태),k-전체동수,k-전체세대수,k-건설사(시공사),k-시행사,k-사용검사일-사용승인일,k-연면적,좌표X,좌표Y,컨소시엄여부,수정필드,기업그룹
1784,A13579501,역삼개나리푸르지오,강남구,역삼동,아파트,분양,5,332,대우건설,대우건설,2006-08-14 0:00,70901,127.0499952,37.4997285,N,기업그룹,대우건설
1785,A12003001,충정로 skview 아파트,서대문구,합동,아파트,분양,3,180,SK건설,SK건설,2008-10-31 0:00,29092,127.0499952,37.4997285,N,기업그룹,SK에코플랜트
1786,A12079501,북아현두산,서대문구,북아현동,아파트,분양,6,956,두산건설(주),북아현시민아파트재건축주택조합,1999-03-03 0:00,87371,126.9501114,37.5591855,N,,
1787,A12171101,월드컵아이파크1단지,마포구,성산동,아파트,기타,5,320,현대산업개발,현대산업개발,2009-03-05 0:00,32355,126.9145216,37.5676304,N,기업그룹,아이파크현대산업개발(HDC)
1788,A15678102,상도삼호,동작구,상도동,아파트,기타,5,682,삼호건설,삼호건설,1994-02-25 0:00,81197,126.9509806,37.5012043,N,기업그룹,DL건설
1789,A15209004,개봉동아이파크,구로구,개봉동,아파트,분양,11,684,현대산업개발,현대산업개발,2006-06-19 0:00,78446,126.8597407,37.4898358,N,기업그룹,아이파크현대산업개발(HDC)
1790,A41279908,은평뉴타운 상림마을3단지,은평구,진관동,아파트,기타,3,255,현대산업개발주식회사,sh공사,2008-05-14 0:00,45298,126.9298087,37.6489181,N,기업그룹,아이파크현대산업개발(HDC)
1791,A13877501,송파삼성래미안,송파구,송파동,아파트,분양,13,845,삼성물산,송파성원재건축주택조합,2001-12-21 0:00,158011,127.1182753,37.5047161,N,기업그룹,삼성물산
1792,A15772901,등촌우성101동,강서구,등촌동,아파트,분양,1,134,우성건설,우성건설,1992-05-27 0:00,12916,126.8603664,37.5573574,N,,
1793,A15772902,등촌우성102동,강서구,등촌동,아파트,분양,1,110,우성건설,우성건설,1992-05-27 0:00,13159,126.8599261,37.5576039,N,,
1794,A13987502,월계역신도브래뉴,노원구,월계동,아파트,분양,4,223,인덕주택재건축정비사업조합/(주)신도종합건설,(주)신도종합건설,2005-06-28 0:00,30188,127.0586793,37.6290399,N,,
1795,A15208005,고척마젤란,구로구,고척동,아파트,기타,2,175,유진기업,유진기업,2008-05-01 0:00,23757,126.8640402,37.5043049,N,,
1796,A13993502,하계한신동성,노원구,하계동,아파트,분양,6,498,한신.동성,한신.동성,1993-03-03 0:00,84705,127.0755733,37.6398137,Y,,
1797,A13876110,송파파인타운3단지,송파구,장지동,아파트,분양,10,625,sh공사,신일건업,2008-07-18 0:00,91404,127.1328807,37.483645,N,,
1798,A13593802,수서1-1단지아파트,강남구,일원동,아파트,임대,14,2214,(주)신한외 8개업체,SH공사,1992-11-26 0:00,170989,127.0909823,37.4927536,N,,
1799,A11087602,종로센트레빌,종로구,숭인동,아파트,분양,6,416,동부건설,숭인제4구역재정비사업조합,2008-11-21 0:00,63836,127.015931,37.5809831,N,,
1800,A15192201,관악동부센트레빌,관악구,봉천동,아파트,분양,7,487,동부건설,동부건설,2004-05-28 0:00,64147,126.951485,37.4871792,N,,
1801,A13775101,신동아아파트,서초구,서초동,아파트,분양,7,997,신동아건설,신동아건설,1978-12-15 0:00,113858,127.024545,37.4904484,N,,
1802,A15105005,서울대입구삼성아파트,관악구,봉천동,아파트,분양,3,254,삼성중공업,삼성중공업,1999-10-28 0:00,35903,126.9519775,37.4762414,N,,
1803,A12071102,연희임광아파트,서대문구,연희동,아파트,분양,2,212,임광토건,임광토건,1999-02-24 0:00,30573,126.927128,37.5652014,N,,
1804,A13676703,정릉1차e-편한세상,성북구,정릉동,아파트,분양,11,739,대림건설,정릉5구역재건축조합,2006-06-02 0:00,99443,127.0101777,37.6150052,N,기업그룹,DL건설
1805,A12170601,삼성래미안공덕4차,마포구,공덕동,아파트,분양,12,597,삼성물산(주) 건설부분,공덕제3구역 주택재개발조합,2005-11-17 0:00,85212,126.9514027,37.5499127,N,기업그룹,삼성물산
1806,A15679104,흑석청호,동작구,흑석동,아파트,기타,5,346,(주)해강,서울특별시 도시개발공사,1997-10-14 0:00,23234,126.9514027,37.5499127,N,,
1807,A13994501,공릉현대성우,노원구,공릉동,아파트,분양,1,181,현대성우건설,현대성우아파트재건축조합,2000-10-18 0:00,22599,127.0774494,37.6264863,N,,
1808,A13671207,종암극동아파트,성북구,종암동,아파트,분양,2,297,극동건설,극동건설,2000-12-07 0:00,38586,127.0336943,37.5952864,N,,
1809,A13772801,서초현대아파트,서초구,서초동,아파트,분양,2,299,고려산업개발(주),고려산업개발(주),1999-11-30 0:00,44202,127.0201769,37.4909929,N,,
1810,A13989701,상계동아불암,노원구,상계동,아파트,분양,5,673,상계3-1지구 주택재개발조합,상계3-1지구 주택재개발조합,1999-11-25 0:00,115062,127.0804264,37.6681544,N,,
1811,A15679105,명수대현대아파트,동작구,흑석동,아파트,분양,8,660,현대산업개발,주택조합,1988-08-29 0:00,91430,126.9667533,37.5079377,N,기업그룹,아이파크현대산업개발(HDC)
1812,A13375903,옥수강변풍림아이원,성동구,옥수동,아파트,분양,5,269,풍림산업,풍림산업,2004-10-29 0:00,37631,127.0195002,37.5422717,N,,
1813,A14272305,벽산라이브파크,강북구,미아동,아파트,분양,19,1585,벽산건설,미아1-2재개발조합,2004-08-07 0:00,264005,127.0108365,37.6211567,N,,
1814,A15870101,목동트라팰리스,양천구,목동,아파트,분양,4,522,삼성물산,"(주)스타코, (주)이스타빌건설",2009-01-23 0:00,219125,126.8702493,37.5254967,N,기업그룹,삼성물산
1815,A15179701,임광관악파크,관악구,신림동,아파트,분양,5,465,임광,난곡아파트 재건축조합,2003-09-29 0:00,63357,126.9190257,37.4698044,N,,
1816,A15703005,등촌대동황토방2차아파트,강서구,등촌동,아파트,분양,4,196,(주)대동,우관/삼성연립 재건축 조합,2003-10-30 0:00,20775,126.8624005,37.5551809,N,,
1817,A15101506,삼성산주공3단지,관악구,신림동,아파트,분양,9,1482,대한주택공사,한국토지주택공사,2000-08-03 0:00,218681,126.9261337,37.462525,N,,
1818,A13579503,역삼2차아이파크,강남구,역삼동,아파트,분양,3,150,현대산업개발(주),신도곡아파트재건축조합,2008-12-02 0:00,22883,127.0520538,37.4967427,N,기업그룹,아이파크현대산업개발(HDC)
1819,A13770608,서초현대ESA2차,서초구,서초동,주상복합,분양,2,174,현대건설,SR건설,2003-01-29 0:00,43252,127.0085802,37.4910746,N,기업그룹,현대건설
1820,A13770609,현대슈퍼빌,서초구,서초동,주상복합,분양,4,645,현대건설(주),군인공제회,2003-10-13 0:00,226180,127.0160375,37.4830098,N,기업그룹,현대건설
1821,A13775102,서초삼성쉐르빌2,서초구,서초동,주상복합,분양,1,365,국민자산신탁(주),삼성중공업(주),2002-03-25 0:00,32854,127.0278848,37.4939673,N,,
1822,A15778101,방화동성아파트,강서구,방화동,아파트,분양,9,686,(주)동성종합건설,(주)동성종합건설,1993-12-16 0:00,65560,126.8119701,37.5796258,N,,
1823,A15779704,길성그랑프리텔1차,강서구,내발산동,아파트,분양,2,194,길성건설(주),길성건설(주),2003-12-31 0:00,25753,126.8393323,37.5520159,N,,
1824,A15378501,시흥월드메르디앙,금천구,시흥동,아파트,분양,2,202,월드건설(주),"삼천리,무궁화연립주택조합",2006-01-03 0:00,23295,126.9071306,37.4597256,N,,
1825,A15178202,봉천벽산블루밍3차,관악구,봉천동,아파트,분양,5,281,벽산건설,관악아파트 재건축조합,2004-12-20 0:00,38222,126.9444368,37.4884282,N,,
1826,A13993503,하계한신,노원구,하계동,아파트,분양,4,1200,한신공영,한신공영,1988-10-29 0:00,55504,127.068697,37.6377945,N,,
1827,A13176901,신내6단지,중랑구,신내동,아파트,분양,16,1609,대주건설,서울시 도시개발공사,1996-03-13 0:00,123284,127.091946,37.6153429,N,,
1828,A13377301,하왕십리극동미라주2,성동구,하왕십리동,아파트,임대,1,191,극동건설,서울시,2001-12-14 0:00,12678,127.023323,37.5595286,N,,
1829,A13987503,월계2차한일,노원구,월계동,아파트,분양,1,171,한일건설,한일,2000-04-26 0:00,24554,127.0620191,37.6212242,N,,
1830,A13528005,테헤란로대우아이빌,강남구,대치동,주상복합,분양,1,372,대우건설,프리즘(주),2004-04-29 0:00,24850,127.0540217,37.5056902,N,기업그룹,대우건설
1831,A13594402,개포한신,강남구,일원동,아파트,분양,4,364,한신공영,한신공영,1984-03-10 0:00,42315,127.0786887,37.4911612,N,,
1832,A12179501,DMC상암센트럴파크2단지,마포구,상암동,아파트,분양,3,184,양우건설사,LH공사,2009-06-22 0:00,18957,126.896649,37.575112,N,,
1833,A13782602,방배신삼호,서초구,방배동,아파트,분양,6,481,삼호주택,삼호주택,1983-05-31 0:00,85111,126.9897344,37.4971521,N,기업그룹,DL건설
1834,A14072701,한가람아파트,용산구,이촌동,아파트,분양,19,2036,(주) 건영,동부이촌동 공무원아파트 A지구 재건축조합,1998-09-18 0:00,271619,126.9735558,37.5213784,N,,
1835,A13484004,SK허브진주상복합아파트,강동구,성내동,주상복합,분양,1,325,SK건설,(주)리얼리치,2004-10-21 0:00,23327,127.1327538,37.5351624,N,기업그룹,SK에코플랜트
1836,A15192202,봉천동아제2,관악구,봉천동,아파트,임대,4,836,동아건설,봉천동재개발조합,2000-05-09 0:00,54250,126.9561802,37.487826,N,,
1837,A15076302,여의도자이,영등포구,여의도동,아파트,분양,4,580,GS건설(주),여의도한성재건축조합,2008-04-29 0:00,203904,126.925912,37.5182033,N,기업그룹,GS건설
1838,A13508010,역삼쌍용플래티넘밸류,강남구,역삼동,주상복합,분양,3,166,쌍용건설(주),한국자산신탁(주),2007-01-19 0:00,27970,127.0304134,37.4954031,N,기업그룹,쌍용건설
1839,A13372102,성수쌍용,성동구,성수동1가,아파트,분양,9,777,남광토건,남광토건,1997-10-07 0:00,92792,127.04712,37.5495253,N,,
1840,A13075402,래미안엘파인,동대문구,답십리동,아파트,분양,9,472,삼성물산,.,2011-06-23 0:00,49039,127.065374,37.575779,N,기업그룹,삼성물산
1841,A13272102,방학동부센트레빌,도봉구,방학동,아파트,분양,4,258,동부건설(주),(주)더피앤디,2005-11-21 0:00,42513,127.0395517,37.6633044,N,,
1842,A15177101,라이프아파트,관악구,신림동,아파트,분양,1,171,라이프건설,신라연립,1996-03-27 0:00,17620,126.913185,37.4771101,N,,
1843,A15609006,신동아5,동작구,사당동,아파트,기타,4,333,신동아건설(주),신동아건설(주),1998-11-20 0:00,35031,126.9769147,37.4910995,N,,
1844,A14072702,이촌,용산구,이촌동,아파트,분양,10,834,코오롤건설,코오롱건설,1999-11-01 0:00,117647,126.9779266,37.5200205,N,,
1845,A15105006,낙성대현대홈타운,관악구,봉천동,아파트,분양,2,297,현대산업개발,현대산업개발,2002-02-25 0:00,52610,126.9635627,37.4806862,N,기업그룹,아이파크현대산업개발(HDC)
1846,A13676101,래미안석관,성북구,석관동,아파트,분양,13,580,삼성물산,석관제1구역주택재개발조합,2009-06-26 0:00,90586,127.0545119,37.6083777,N,기업그룹,삼성물산
1847,A12179001,브라운스톤공덕,마포구,신공덕동,아파트,분양,3,290,이수건설(주),신공덕제5구역주택재개발조합,2009-02-19 0:00,40490,126.9559987,37.5411796,N,,
1848,A15676701,신동아리버파크제2관리사무소,동작구,노량진동,아파트,임대,3,925,신동아,상도제1구역 재개발조합,2001-02-15 0:00,54277,126.9429565,37.5065005,N,,
1849,A15176701,관악국제산장,관악구,신림동,아파트,분양,8,630,국제종합건설,신림제2-2구역재개발조합,1993-08-24 0:00,72052,126.9280602,37.4612442,N,,
1850,A13770610,서초아트자이,서초구,서초동,주상복합,분양,4,164,GS건설(주),(주)삼종지위드건설,2009-06-26 0:00,68993,127.0113898,37.4856728,N,기업그룹,GS건설
1851,A13527017,타워팰리스1차,강남구,도곡동,주상복합,분양,4,1297,삼성물산,삼성전자,2002-10-23 0:00,457994,127.0544454,37.4882233,N,"k-전체세대수, 기업그룹",삼성물산
1852,A13470101,길동삼익파크,강동구,길동,아파트,분양,12,1092,삼익건설,삼익건설,1982-09-04 0:00,102794,127.1476738,37.5448343,N,,
1853,A15873701,목동10단지,양천구,신정동,아파트,분양,34,2160,"삼호, 동양고속",서울시목동지구개발사업소,1987-07-30 0:00,236932,126.8587497,37.5165011,Y,기업그룹,DL건설
1854,A12071103,연희대림아파트,서대문구,연희동,아파트,분양,3,220,대림,대림,1993-09-03 0:00,27331,126.9362953,37.5754721,N,기업그룹,DL이앤씨
1855,A13585402,타워팰리스2차,강남구,도곡동,주상복합,분양,2,813,삼성중공업,삼성중공업,2003-02-28 0:00,296650,127.0544975,37.4897089,N,,
1856,A13170401,한일써너스빌아파트,중랑구,상봉동,아파트,분양,3,504,한일건설,채널산업(주),2003-12-01 0:00,89535,127.0912331,37.5972558,N,,
1857,A13410009,강일리버파크5단지,강동구,강일동,아파트,기타,9,722,KR산업,SH공사,2009-07-13 0:00,84262,127.1782697,37.5678721,N,,
1858,A13410010,강일리버파크7단지,강동구,강일동,아파트,기타,11,731,고속도로관리공단,SH공사,2009-06-09 0:00,80753,127.1784546,37.5653816,N,,
1859,A13527018,양재SK허브프리모,강남구,도곡동,주상복합,분양,1,176,SK건설,SK건설,2006-01-18 0:00,20562,127.0344139,37.4853103,N,기업그룹,SK에코플랜트
1860,A13677101,정릉2차 e편한세상,성북구,정릉동,아파트,분양,10,527,대림산업,대림산업,2009-06-08 0:00,83747,127.018734,37.6001826,N,기업그룹,DL이앤씨
1861,A13276417,벽산1,도봉구,방학동,아파트,분양,4,489,벽산건설,벽산건설,1991-09-02 0:00,40700,127.0317182,37.6600699,N,,
1862,A11077101,창신쌍용아파트2단지,종로구,창신동,아파트,분양,7,919,쌍용건설,창신제2지구 재개발조합,1993-10-12 0:00,97541,127.0117627,37.5806115,N,기업그룹,쌍용건설
1863,A14075201,용산파크자이,용산구,한강로1가,주상복합,분양,3,310,GS건설,모건아담스코리아,2005-12-23 0:00,148969,126.9733121,37.5364563,N,기업그룹,GS건설
1864,A41279909,은평뉴타운박석고개13단지,은평구,진관동,아파트,분양,4,162,현대건설,서울특별시 SH공사,2008-12-12 0:00,33050,126.9148018,37.635659,N,기업그룹,현대건설
1865,A41279910,은평뉴타운박석고개1단지,은평구,진관동,아파트,기타,16,947,현대,sh공사,2009-01-12 0:00,134075,126.9207485,37.6337149,N,기업그룹,현대건설
1866,A12071002,홍은동부센트레빌,서대문구,홍은동,아파트,분양,4,201,홍은 제10구역 주택재개발 정비사업조함,동부건설(주),2009-08-31 0:00,37008,126.9378412,37.5972741,N,,
1867,A14272306,미아경남아너스빌,강북구,미아동,아파트,분양,11,860,미아아파트재건축조합,경남기업,2003-06-20 0:00,124490,127.0357365,37.6151287,N,,
1868,A13776509,래미안퍼스티지,서초구,반포동,아파트,기타,28,2444,삼성물산,반포주공2단지재건축조합,2009-07-14 0:00,540103,126.9997222,37.502999,N,기업그룹,삼성물산
1869,A13475001,천호동아코아,강동구,천호동,주상복합,기타,1,191,동아건설,동아건설,1997-12-31 0:00,23902,127.125912,37.5412753,N,,
1870,A13550403,도곡한신,강남구,도곡동,아파트,분양,5,421,(주)한신공영,(주)한신공영,1988-07-16 0:00,46484,127.0402373,37.4878586,N,,
1871,A14272307,미아현대,강북구,미아동,아파트,분양,3,231,현대산업개발(주),미아동농협주택조합,1992-12-21 0:00,25200,127.0258094,37.6307852,N,기업그룹,아이파크현대산업개발(HDC)
1872,A13986509,중계주공1단지,노원구,중계동,아파트,임대,3,882,(주)건영,LH공사,1990-12-14 0:00,37153,127.0658713,37.6478396,N,,
1873,A13977913,중계주공9단지,노원구,하계동,아파트,임대,12,2634,한국토지주택공사,한국토지주택공사,1992-09-28 0:00,119061,127.0742657,37.6430931,N,,
1874,A13778306,서울우면,서초구,우면동,아파트,임대,6,984,남광토건,한국토지주택공사,1994-07-18 0:00,43895,127.0242323,37.4701978,N,,
1875,A15676512,대방주공1단지,동작구,대방동,아파트,임대,5,925,"동양고속,신태진건설",LH,1993-04-18 0:00,45128,126.9300624,37.5108249,Y,,
