?번호,k-아파트코드,k-아파트명,주소(시군구),주소(읍면동),"k-단지분류(아파트,주상복합등등)",k-세대타입(분양형태),k-전체동수,k-전체세대수,k-건설사(시공사),k-시행사,k-사용검사일-사용승인일,k-연면적,좌표X,좌표Y,컨소시엄여부,수정필드,기업그룹
710,A15785507,마곡현대1차,강서구,방화동,아파트,분양,3,337,현대,현대,1993-11-26 0:00,38713,126.8143038,37.570387,N,기업그룹,현대건설
711,A13782803,롯데캐슬헤론,서초구,방배동,주상복합,분양,5,337,롯데건설(주),롯데건설(주),2006-06-26 0:00,96868,126.9845182,37.4967244,N,기업그룹,롯데건설
712,A15188101,신림건영2차,관악구,신림동,아파트,분양,4,338,(주)건영,(주)건영,1988-01-05 0:00,27700,126.9168875,37.4707892,N,,
713,A15080204,당산한양,영등포구,당산동3가,아파트,분양,3,338,한양건설,"영등포구,석유개발공사,관세청",1986-02-28 0:00,34036,126.8997511,37.5254625,N,,
714,A13007001,용두두산위브,동대문구,용두동,아파트,분양,6,338,두산건설,두산건설,2009-06-18 0:00,52346,127.0362528,37.5734458,N,,
715,A13509007,삼성롯데,강남구,삼성동,아파트,분양,3,339,롯데건설,롯데건설,2000-04-15 0:00,52551,127.0487,37.5177728,N,기업그룹,롯데건설
716,A15289508,서울가든빌라,구로구,오류동,연립주택,분양,15,339,삼익건설산업(주),삼익건설산업(주),1987-12-03 0:00,26936,126.831053,37.4923368,N,,
717,A13606002,돈암포스코더샵,성북구,돈암동,아파트,분양,8,339,포스코건설(주),상록주택조합,2006-03-31 0:00,48965,127.0106855,37.5976901,N,기업그룹,포스코이앤씨
718,A15783907,한사랑2차삼성아파트(등촌동),강서구,등촌동,아파트,분양,5,339,삼성중공업(주),등촌동 연합주택조합,1999-06-29 0:00,41875,126.8638745,37.5542766,N,,
719,A12105001,마포쌍용황금,마포구,마포동,아파트,분양,6,339,쌍용,쌍용,2000-08-07 0:00,49578,126.9456451,37.5371661,N,기업그룹,쌍용건설
720,A15785919,염창우성1차,강서구,염창동,아파트,분양,4,339,우성건설,우성건설,1990-11-09 0:00,34719,126.8703134,37.5555744,N,,
721,A13980407,효성아파트,노원구,공릉동,아파트,분양,13,340,효성중공업,효성중공업,1995-06-02 0:00,39822,127.0886787,37.6206867,N,기업그룹,효성중공업
722,A15609303,사당경남아너스빌,동작구,사당동,아파트,분양,3,340,대아건설,대아건설,1997-02-28 0:00,45527,126.9678137,37.4882464,N,,
723,A15285503,구로보광,구로구,구로동,아파트,분양,9,340,보광주택,보광주택,1984-06-29 0:00,31558,126.8852794,37.4952976,N,,
724,A15382301,독산신도브래뉴,금천구,독산동,아파트,분양,3,341,신도건설,향남재건축조합,2002-10-24 0:00,45775,126.8999857,37.477408,N,,
725,A12283602,녹번JR아파트,은평구,녹번동,아파트,분양,5,341,JR건설,JR건설,2002-09-30 0:00,39557,126.937924,37.6000878,N,,
726,A15722004,마곡푸르지오,강서구,방화동,아파트,기타,7,341,대우건설,건우3차아파트정비사업조합,2008-06-09 0:00,49693,126.8217091,37.5700345,N,기업그룹,대우건설
727,A15282405,산업인,구로구,고척동,아파트,분양,10,342,대한전척(주),대한전척(주),1976-07-09 0:00,16660,126.8669946,37.5044786,N,,
728,A13980107,공릉신도1차,노원구,공릉동,아파트,분양,4,342,신도종합건설,신도종합건설,2002-03-07 0:00,52363,127.0700592,37.6275959,N,,
729,A13188406,면목두산2.3차,중랑구,면목동,아파트,분양,4,345,두산개발주식회사,.,1995-04-03 0:00,58890,127.0829987,37.5801261,N,,
730,A13985103,월계대우아파트,노원구,월계동,아파트,분양,7,344,대우건설,대우건설,1998-07-29 0:00,63279,127.0513553,37.6332539,N,기업그룹,대우건설
731,A15283809,구로우성,구로구,구로동,아파트,분양,3,344,우성건설,우원건축연구소,1985-06-28 0:00,32929,126.8890278,37.5039735,N,,
732,A13706302,방배래미안타워,서초구,방배동,아파트,분양,4,344,삼성물산,개나리아파트 주택조합,2005-01-07 0:00,67267,126.9900534,37.4751718,N,기업그룹,삼성물산
733,A13603401,동소문동송산,성북구,동소문동4가,아파트,분양,3,345,송촌건설,송촌건설,1998-06-12 0:00,34499,127.0104788,37.5924122,N,,
734,A15083202,도림동아에코빌,영등포구,도림동,아파트,분양,5,346,동아건설,동아건설,2000-01-28 0:00,49251,126.8987346,37.5091679,N,,
735,A13285305,방학거성학마을,도봉구,방학동,아파트,분양,3,347,거성CR,거성CR,1994-12-13 0:00,43390,127.0396369,37.6665384,N,,
736,A13790713,신반포청구,서초구,잠원동,아파트,분양,2,347,청구건설,신반포청구 연합주택조합,1998-01-24 0:00,40630,127.0084378,37.5142848,N,,
737,A13982002,상계한신3차,노원구,상계동,아파트,분양,5,348,한신공용(주),한신공영(주),1990-05-28 0:00,34010,127.0675578,37.6662959,N,,
738,A13281201,도봉서울가든,도봉구,도봉동,아파트,분양,3,348,삼익건설,삼익건설,1987-07-18 0:00,34513,127.0415817,37.6868254,N,,
739,A15786420,염창신동아,강서구,염창동,아파트,분양,3,348,신동아건설,조흥은행 주택조합,1995-12-13 0:00,38942,126.869209,37.5551935,N,,
740,A15081001,래미안당산1차아파트,영등포구,당산동,아파트,분양,4,348,삼성건설,삼성건설,1995-05-30 0:00,43332,126.9059115,37.5343799,N,기업그룹,삼성물산
741,A13527008,도곡경남,강남구,도곡동,아파트,분양,4,348,경남기업,경남기업,2005-06-02 0:00,44282,127.0408208,37.4886314,N,,
742,A13403002,성내성안청구,강동구,성내동,아파트,분양,2,349,청구,럭키외 5개조합,2002-07-25 0:00,44460,127.1241393,37.5317809,N,,
743,A15786321,염창관음삼성,강서구,염창동,아파트,분양,3,350,(주)삼성건설,(주)삼성건설,1997-08-01 0:00,40194,126.8694898,37.5525192,N,기업그룹,삼성물산
744,A13010002,장안삼성쉐르빌,동대문구,장안동,주상복합,분양,1,254,삼성중공업,삼성중공업,2002-08-05 0:00,75865,127.0698761,37.5716753,N,,
745,A13613201,하월곡샹그레빌,성북구,하월곡동,아파트,분양,4,352,삼호,도시개발공사,2004-07-07 0:00,51371,127.0414399,37.5965132,N,기업그룹,DL건설
746,A13082501,이문삼익아파트,동대문구,이문동,아파트,분양,2,353,(주) 삼익,삼익건설,1997-12-30 0:00,46031,127.067574,37.5959326,N,,
747,A15807702,목동2차삼성래미안,양천구,신정동,아파트,분양,6,353,삼성물산,삼성물산,2001-11-06 0:00,49804,126.8682994,37.5104913,N,기업그룹,삼성물산
748,A15722005,마곡 한진해모로,강서구,방화동,아파트,분양,6,354,한진중공업,한진중공업,2004-05-11 0:00,45505,126.8133457,37.5714296,N,,
749,A14320302,구의강변우성,광진구,구의동,아파트,분양,3,354,우성건설(주),MBC외 6개 직장조합,1992-12-26 0:00,38674,127.0933387,37.5358159,N,,
750,A13406005,둔촌프라자,강동구,둔촌동,아파트,분양,4,354,태평양건설,0,1984-12-10 0:00,41989,127.1482561,37.535417,N,,
751,A14319010,한강우성아파트,광진구,자양동,아파트,분양,2,355,(주)우성건설,(주)우성건설,1993-12-21 0:00,41688,127.0657325,37.532579,N,,
752,A13607302,안암대광,성북구,안암동3가,아파트,분양,7,354,오진개발,오진개발,1971-12-09 0:00,21534,127.0217182,37.5847251,N,,
753,A13610103,정릉힐스테이트,성북구,정릉동,아파트,분양,7,355,현대건설,현대건설,2004-12-23 0:00,38940,127.0155119,37.60284,N,기업그룹,현대건설
754,A15283706,고척동아한신,구로구,고척동,아파트,분양,4,355,동아건설산업(주),동아건설산업(주),2000-04-19 0:00,46656,126.8656221,37.5006992,N,,
755,A10085902,중림삼성래미안아파트,중구,중림동,아파트,임대,2,355,삼성물산(주),충정1-3지구 재개발조합,2001-07-11 0:00,23896,126.9643574,37.5573531,N,기업그룹,삼성물산
756,A15786222,염창태진한솔,강서구,염창동,아파트,분양,5,356,태진건설,태진건설,1994-10-05 0:00,37682,126.874488,37.5488942,N,,
757,A12284501,삼성타운아파트,은평구,대조동,아파트,분양,2,357,삼성건설주식회사,삼성건설주식회사,1997-11-04 0:00,50756,126.9217449,37.609112,N,기업그룹,삼성물산
758,A14383901,군자일성파크,광진구,군자동,아파트,분양,2,357,일성건설,일성건설,1996-03-09 0:00,42443,127.0726402,37.551275,N,,
759,A13406204,둔촌신동아,강동구,둔촌동,아파트,분양,3,357,신동아건설(주),신동아건설(주),2002-11-15 0:00,50289,127.1417216,37.529157,N,,
760,A13981606,상계대동아파트,노원구,상계동,아파트,분양,3,358,대동주택(주),대동주택(주),2001-05-22 0:00,51435,127.0712567,37.6573591,N,,
761,A12012201,DMC래미안클라시스,서대문구,남가좌동,아파트,임대,2,358,(주)삼성물산,(주)삼성물산,2000-12-15 0:00,22913,126.9160723,37.5786616,N,기업그룹,삼성물산
762,A15780602,가양한보구암,강서구,가양동,아파트,분양,4,359,(주)한보,가양동주택조합,1999-02-10 0:00,39360,126.8489731,37.5681118,N,,
763,A13790714,강변아파트,서초구,잠원동,아파트,분양,4,360,한신공영(주),한신공영(주),1987-07-15 0:00,35239,127.0122486,37.5178181,N,,
764,A13085901,전농동아,동대문구,전농동,아파트,분양,2,360,동아건설,동아건설,1997-12-22 0:00,35595,127.0458375,37.5749667,N,,
765,A15089510,여의도은하,영등포구,여의도동,아파트,분양,4,360,한양주택개발(주),한양주택개발(주),1974-12-19 0:00,47603,126.9352172,37.5187571,N,,
766,A14381506,"광장삼성1,2차",광진구,광장동,아파트,분양,3,360,삼성종합건설,삼성종합건설,1987-12-29 0:00,34066,127.1020927,37.5426383,N,기업그룹,삼성물산
767,A15080604,당산유원제일1차,영등포구,당산동4가,아파트,분양,5,360,유원건설,제일은행 조합,1983-12-15 0:00,31942,126.8955412,37.530191,N,,
768,A15089411,여의도삼익,영등포구,여의도동,아파트,분양,4,360,삼익맨션,삼익맨션,1974-10-19 0:00,47520,126.9343703,37.5198261,N,,
769,A13285507,방학4단지신동아,도봉구,방학동,아파트,분양,3,361,신동아건설,신동아건설,1995-05-27 0:00,39378,127.0296648,37.6628212,N,,
770,A15886504,신정5차현대,양천구,신정동,아파트,분양,5,361,현대산업개발,현대산업개발,1999-11-30 0:00,68755,126.8546141,37.5123066,N,기업그룹,아이파크현대산업개발(HDC)
771,A12201103,응암푸르지오,은평구,응암동,아파트,분양,7,361,대우건설,응암 제3구역 재개발조합,2008-07-17 0:00,48361,126.9261538,37.597442,N,기업그룹,대우건설
772,A15288805,신도림대림5차e-편한세상,구로구,신도림동,아파트,분양,6,362,대림산업(주),대림산업(주),2003-08-16 0:00,53027,126.8811909,37.5067071,N,기업그룹,DL이앤씨
773,A12013002,DMC아이파크,서대문구,북가좌동,주상복합,기타,5,362,현대산업개발,현대산업개발,2009-03-31 0:00,57803,126.9141298,37.5757029,N,기업그룹,아이파크현대산업개발(HDC)
774,A13980108,공릉우성,노원구,공릉동,아파트,분양,3,363,우성,우성,1995-12-30 0:00,46883,127.0727424,37.6285696,N,,
775,A13824002,잠실더샵스타파크,송파구,신천동,아파트,분양,3,213,포스코건설,포스코건설,2008-09-12 0:00,99828,127.1023024,37.5169868,N,기업그룹,포스코이앤씨
776,A13706303,방배대우효령,서초구,방배동,아파트,분양,6,364,대우종합건설,대우건설,1992-11-25 0:00,38506,126.9936334,37.4797613,N,,
777,A13583402,대치쌍용2차,강남구,대치동,아파트,분양,4,364,쌍용건설,쌍용건설,1983-11-30 0:00,47180,127.0704457,37.4996197,N,기업그룹,쌍용건설
778,A12205004,갈현현대아파트,은평구,구산동,아파트,분양,4,366,현대건설,갈현아파트재건축조합,1998-11-28 0:00,45515,126.905638,37.6129617,N,기업그룹,현대건설
779,A12103002,신공덕3차삼성래미안,마포구,신공덕동,아파트,분양,6,366,삼성물산(주),삼성물산(주),2003-05-20 0:00,47646,126.9569018,37.5454825,N,기업그룹,삼성물산
780,A12184201,서교동대우미래사랑,마포구,서교동,주상복합,분양,1,366,(주)대우건설,유아이에치,2005-08-30 0:00,43753,126.9167558,37.5574299,N,기업그룹,대우건설
781,A15083602,문래공원한신,영등포구,문래동3가,아파트,분양,2,367,한신공영,기은조합,1988-07-19 0:00,32777,126.8930031,37.5175814,N,,
782,A13381604,왕십리금호어울림아파트,성동구,마장동,아파트,분양,6,367,금호건설(주),"금호건설, 범우재건축조합",2006-09-27 0:00,57538,127.041089,37.562934,N,,
783,A13186401,동부아파트,중랑구,상봉동,아파트,분양,2,368,동부건설,영건(주),1999-04-29 0:00,43503,127.093838,37.6020644,N,,
784,A15083703,신길경남,영등포구,신길동,아파트,분양,5,368,경남건설,경남건설,1999-06-15 0:00,49861,126.9183651,37.5158124,N,,
785,A13707203,풍림아이원플러스,서초구,서초동,주상복합,분양,1,200,풍림산업,메트로,2004-04-23 0:00,14610,127.029525,37.4903649,N,,
786,A15209202,개봉삼호아파트,구로구,개봉동,아파트,분양,2,369,삼호(주),개봉삼호아파트 재건축조합,1996-12-04 0:00,45794,126.8572709,37.4943419,N,기업그룹,DL건설
787,A12283603,대림아파트(녹번동),은평구,녹번동,아파트,분양,3,370,(주)대림산업,동익건설(주),1993-09-28 0:00,48802,126.9370209,37.6001439,N,기업그룹,DL이앤씨
788,A14021001,한남동리첸시아,용산구,한남동,주상복합,분양,3,371,(주)금호산업,(주)금호산업,2004-04-09 0:00,44414,127.0079791,37.5345031,N,,
789,A13086802,청량리홍릉동부,동대문구,청량리동,아파트,분양,4,371,동부건설,동부건설,2001-09-24 0:00,41080,127.04603,37.5861654,N,,
790,A15805403,목동금호어울림,양천구,목동,아파트,분양,7,371,금호산업,목동황제재건축조합,2004-11-24 0:00,68306,126.8678104,37.5336997,N,,
791,A15282105,개봉영화,구로구,개봉동,아파트,분양,2,372,영화건설,영화건설,1998-09-01 0:00,52116,126.8600001,37.4961973,N,,
792,A13082502,이문중앙하이츠빌,동대문구,이문동,아파트,분양,6,302,중앙건설,중앙건설,2002-05-23 0:00,45533,127.0646356,37.5964835,N,,
793,A15086603,양평성원,영등포구,양평동4가,아파트,분양,2,372,성원건설(주),성원건설(주),1993-07-10 0:00,46041,126.8934401,37.5343115,N,,
794,A13087405,휘경베스트빌현대,동대문구,휘경동,아파트,분양,3,372,현대건설(주),관성아파트재건축조합,2000-05-15 0:00,51869,127.0742104,37.58168,N,기업그룹,현대건설
795,A13382104,서울숲대림아파트,성동구,성수동1가,아파트,분양,6,372,대림산업(주),성수장미연립재건축조합,2000-10-27 0:00,45558,127.0452696,37.5421369,N,기업그룹,DL이앤씨
796,A15102203,신림쌍용,관악구,신림동,아파트,분양,3,373,산호재건축조합,남광토건(주),1998-02-27 0:00,50881,126.9117664,37.472164,N,,
797,A15001012,여의도공작,영등포구,여의도동,아파트,분양,4,373,(주)한양,(주)한양,1976-08-06 0:00,44708,126.9298286,37.5265231,N,,
798,A13614302,장위참누리,성북구,장위동,아파트,분양,7,373,울트라건설,sh공사,2006-04-18 0:00,54062,127.0494663,37.6231937,N,,
799,A15184101,서울대입구아이원 (1560-61),관악구,봉천동,아파트,분양,7,374,풍림산업(주),봉천10구역주택재개발정비사업조합,2006-11-30 0:00,48357,126.9455509,37.4787044,N,,
800,A14388208,자양동삼성아파트,광진구,자양동,아파트,분양,4,375,삼성물산,자양삼성아파트재건축조합,1999-04-14 0:00,39904,127.0715987,37.5324954,N,기업그룹,삼성물산
801,A13185602,상봉우정,중랑구,상봉동,아파트,분양,5,375,우정건설(주),우정건설(주),2002-05-14 0:00,54076,127.0886359,37.5996773,N,,
802,A13385301,서울숲리버그린동아,성동구,응봉동,아파트,분양,5,375,동아건설,행당구역3지구 주택재개발,2003-06-07 0:00,52279,127.0372695,37.5530787,N,,
803,A15089513,여의도진주,영등포구,여의도동,아파트,분양,4,376,라이프주택개발(주),라이프주택개발(주),1977-06-03 0:00,33447,126.9329842,37.5185166,N,,
804,A12185303,신공덕1차삼성래미안아파트,마포구,신공덕동,아파트,분양,11,834,삼성물산(주)주택개발부문,삼성물산(주)주택개발부문,2000-08-14 0:00,94417,126.9558671,37.5434094,N,기업그룹,삼성물산
805,A15081802,대림동2차한신아파트,영등포구,대림동,아파트,분양,2,234,한신공영,한신공영,1999-03-31 0:00,33926,126.9043881,37.4947769,N,,
806,A13376405,성수한진타운,성동구,성수동1가,아파트,분양,5,378,한진건설,한진그룹 서울,1994-04-04 0:00,42564,127.0453053,37.541117,N,,
807,A13885303,송파미성,송파구,송파동,아파트,분양,5,378,라이프(주),라이프(주),1985-01-12 0:00,56766,127.1192987,37.5060284,N,,
808,A15210209,오류푸르지오,구로구,오류동,아파트,분양,6,378,대우건설(주) 푸르지오,신장미 재건축,2004-04-16 0:00,53835,126.8415352,37.491628,N,기업그룹,대우건설
809,A13987301,하계학여울청구B,노원구,하계동,아파트,임대,1,378,청구(주),청구(주),2002-03-14 0:00,18276,127.0645889,37.6326446,N,,
810,A14381407,광장동 광나루현대,광진구,광장동,아파트,분양,3,380,현대산업개발,현대산업개발,1996-04-17 0:00,50237,127.108811,37.5471414,N,기업그룹,아이파크현대산업개발(HDC)
811,A12208105,현대아파트,은평구,신사동,아파트,분양,3,380,현대산업개발,동인건영외 2개 직장조합,1994-04-23 0:00,44651,126.9069618,37.5979944,N,기업그룹,아이파크현대산업개발(HDC)
812,A14206307,번동솔그린,강북구,번동,아파트,분양,4,380,홍익종합건업(주),건정종합건축사사무소,1999-09-16 0:00,40659,127.0393754,37.6261832,N,,
813,A14001101,대우월드마크용산,용산구,한강로1가,주상복합,분양,1,160,(주)대우건설,(주)프리즘지앤시,2007-10-15 0:00,37771,126.9729911,37.5371896,N,기업그룹,대우건설
814,A15009402,문래삼환,영등포구,문래동4가,아파트,분양,5,382,삼환기업,삼환기업(주),2001-09-10 0:00,49032,126.889503,37.5137751,N,,
815,A15009505,문래두산위브,영등포구,문래동5가,아파트,분양,3,383,두산건설,두산사우주택조합,1988-11-08 0:00,38376,126.8858207,37.5168776,N,,
816,A15005603,신길삼성,영등포구,신길동,아파트,분양,2,384,삼성종합건설(주),삼성종합건설(주),1984-04-14 0:00,30550,126.9112059,37.4963711,N,기업그룹,삼성물산
817,A13586602,삼성홍실,강남구,삼성동,아파트,분양,6,384,청화기업(주),청화기업(주),1981-10-05 0:00,49524,127.0596516,37.5199747,N,,
818,A13785201,방배2차현대홈타운,서초구,방배동,아파트,분양,6,384,현대건설,현대건설,2001-08-27 0:00,62786,126.9839318,37.4901591,N,기업그룹,현대건설
819,A13887403,현대리버빌2차아파트,송파구,풍납동,아파트,분양,4,384,현대건설,현대건설,1999-11-30 0:00,46653,127.1168432,37.5321466,N,기업그룹,현대건설
820,A15106103,봉천은천2단지,관악구,봉천동,아파트,분양,8,384,(주)일성건설,도시개발공사,2000-09-18 0:00,41621,126.964559,37.4699879,N,,
821,A15108003,남현우림루미아트,관악구,남현동,아파트,분양,4,174,우림건설,칠성화성재건축조합,2004-12-29 0:00,24958,126.9754499,37.4726423,N,,
822,A13982003,상계신동아,노원구,상계동,아파트,분양,3,385,신동아건설(주),(주)영수개발 직장주택조합외 6개 조합,1995-06-02 0:00,48906,127.0675315,37.6674029,N,,
823,A13402002,천호태영,강동구,천호동,주상복합,분양,5,385,태영건설,태영건설,1999-11-20 0:00,58613,127.130007,37.5381545,N,,
824,A13085902,전농동신성미소지움아파트,동대문구,전농동,아파트,분양,6,385,신성건설(주),전농연합재건축조합,2005-10-05 0:00,53911,127.0485695,37.5783111,N,,
825,A13203403,쌍문금호2차,도봉구,쌍문동,주상복합,분양,5,386,금호건설,금호건설,1991-12-27 0:00,37263,127.0290465,37.6569631,N,,
826,A15005302,신길건영,영등포구,신길동,아파트,분양,4,386,LIG건영,(주)건영,1985-09-04 0:00,44463,126.9009904,37.5042671,N,,
827,A13120403,면목경남아너스빌,중랑구,면목동,아파트,분양,9,386,경남기업(주),면목제1단지 재건축주택조합,2006-11-29 0:00,49103,127.0804639,37.5754912,N,,
828,A15722307,방화1단지(장미),강서구,방화동,아파트,분양,3,387,대양건설(주),도시개발공사,1994-07-29 0:00,29739,126.8175777,37.5742114,N,,
829,A15005401,신길삼성제2,영등포구,신길동,아파트,임대,1,387,삼성물산주식회사,삼성물산주식회사,2001-06-15 0:00,21067,126.9137002,37.5073222,N,기업그룹,삼성물산
830,A15010202,양평삼성래미안,영등포구,양평동2가,아파트,분양,5,388,삼성물산,재건축조합,1998-07-24 0:00,50959,126.882579,37.5244017,N,기업그룹,삼성물산
831,A15683901,상도쌍용,동작구,상도동,아파트,분양,6,389,쌍용건설,상도3구역주택재개발조합,2003-11-20 0:00,40422,126.9316464,37.5015468,N,기업그룹,쌍용건설
832,A13382106,성수동아,성동구,성수동1가,아파트,분양,3,390,동아주택,동아주택,1983-09-03 0:00,34021,127.0454954,37.5442259,N,,
833,A12010103,홍은풍림2차,서대문구,홍은동,아파트,분양,3,390,풍림산업,풍림산업,1990-12-19 0:00,39447,126.943037,37.5932796,N,,
834,A15009201,문래남성,영등포구,문래동2가,아파트,분양,2,390,라이프주택,라이프주택,1983-05-31 0:00,32232,126.8915407,37.5126219,N,,
835,A15009607,문래현대2차,영등포구,문래동6가,아파트,분양,2,390,현대,우정연합주택조합,1987-10-29 0:00,31657,126.882871,37.520444,N,기업그룹,현대건설
836,A13527010,도곡우성아파트,강남구,도곡동,아파트,분양,2,390,우성건설,을지조합,1986-10-31 0:00,40311,127.0371243,37.488203,N,,
837,A15886505,신정푸른마을4단지,양천구,신정동,아파트,분양,6,390,태영건설,에스에이치공사,2002-08-23 0:00,56348,126.8390636,37.5133188,N,,
838,A15208204,고척한일유앤아이,구로구,고척동,아파트,분양,7,390,한일건설,한일건설,2005-12-29 0:00,54641,126.8510935,37.5080441,N,,
839,A13790716,"신반포 한신 25,26,27차 아파트",서초구,잠원동,아파트,분양,4,391,한신공영,한신공영,1984-11-08 0:00,41412,127.0093473,37.5148608,N,,
840,A12185606,마포신촌삼익아파트,마포구,신수동,아파트,분양,4,391,(주)삼익주택,(주)삼익주택,1997-04-08 0:00,47625,126.9355656,37.5512309,N,,
841,A15807306,신정e-편한세상,양천구,신정동,아파트,분양,6,391,(주)삼호,(주)삼호,2004-01-10 0:00,63171,126.8431245,37.5125102,N,기업그룹,DL건설
842,A15283707,고척동센츄리,구로구,고척동,아파트,분양,5,391,창조건설,고척 주택 조합,1994-03-14 0:00,44067,126.8622842,37.5044346,N,,
843,A13510103,삼성청담공원,강남구,청담동,아파트,분양,8,391,삼성물산,삼성물산,1999-08-30 0:00,64721,127.0505804,37.5224412,N,기업그룹,삼성물산
844,A15004405,당산2차삼성,영등포구,당산동4가,아파트,분양,4,392,삼성물산,삼성물산,1997-09-24 0:00,53073,126.8980001,37.528049,N,기업그룹,삼성물산
845,A15105301,관악푸르지오제2단지,관악구,봉천동,아파트,임대,1,392,대우건설(주),대우,2004-08-26 0:00,28444,126.9603002,37.4896116,N,기업그룹,대우건설
846,A13707009,래미안 서초스위트 아파트,서초구,서초동,아파트,기타,3,392,(주)삼성물산,삼호2차재건축조합,2009-04-30 0:00,57710,127.0199915,37.5020921,N,기업그룹,삼성물산
847,A13819001,잠실한솔,송파구,석촌동,아파트,분양,7,393,한솔건설,재건축조합,2000-10-10 0:00,53498,127.1046578,37.5036204,N,,
848,A13790717,신반포한신16차,서초구,잠원동,아파트,분양,2,396,한신공영(주),한신공영(주),1983-01-07 0:00,26306,127.0096069,37.5168996,N,,
849,A13983608,상계한신,노원구,상계동,아파트,분양,5,397,조흥은행주택조합,한신공영(주),1995-10-17 0:00,43147,127.0596359,37.6733227,N,,
850,A15283902,신구로현대,구로구,구로동,아파트,분양,3,397,현대산업개발,현대산업개발,1988-06-17 0:00,40704,126.8930516,37.4961263,N,기업그룹,아이파크현대산업개발(HDC)
851,A15728002,마곡수명산파크6단지,강서구,내발산동,아파트,기타,6,399,SH공사,SH공사,2007-10-19 0:00,46020,126.8257712,37.5503051,N,,
852,A13922903,중계대림벽산,노원구,중계동,아파트,분양,6,400,"대림산업(주),벽산건설(주)","대림산업(주),벽산건설(주)",1993-06-30 0:00,70676,127.0772878,37.6472272,Y,기업그룹,DL이앤씨
853,A15004504,당산상아,영등포구,당산동5가,아파트,분양,4,400,동성종합건설,동성종합건설,1983-07-29 0:00,39197,126.903625,37.5300879,N,,
854,A14086101,이태원남산대림,용산구,이태원동,아파트,분양,16,400,대림산업(주),대림산업(주),1994-12-31 0:00,49963,126.9888481,37.5407149,N,기업그룹,DL이앤씨
855,A15603203,아이파크상도동,동작구,상도동,아파트,분양,6,400,현대산업개발주식회사,상도아파트재건축조합,2004-04-27 0:00,45623,126.9427071,37.5007619,N,기업그룹,아이파크현대산업개발(HDC)
856,A13305005,마장SH-vill임대,성동구,마장동,아파트,임대,4,400,KT 건설,KT 건설,2006-11-21 0:00,36999,127.0400784,37.5645087,N,,
857,A13986606,중계성원1차,노원구,중계동,아파트,분양,3,402,성원건설주식회사,서울시 교육청,1996-01-18 0:00,49233,127.0700519,37.6501711,N,,
858,A13610202,정릉푸르지오,성북구,정릉동,아파트,분양,7,403,대우건설,정릉제2구역주택재개발조합,2005-11-28 0:00,57043,127.0100372,37.6062418,N,기업그룹,대우건설
859,A14010003,용산CJ나인파크,용산구,문배동,주상복합,분양,2,280,CJ건설,선진공간,2007-07-02 0:00,67910,126.9691777,37.5360982,N,,
860,A15007201,신대림자이,영등포구,대림동,주상복합,분양,4,314,GS건설,GS건설,2007-09-27 0:00,56075,126.902438,37.4865541,N,기업그룹,GS건설
861,A13524004,개포우성3차,강남구,개포동,아파트,분양,5,405,우성건설,우성건설,1984-12-31 0:00,63304,127.0559898,37.4838941,N,,
862,A14386109,자양우성2차,광진구,자양동,아파트,분양,3,405,우성,건국대 직장주택조합,1989-07-22 0:00,35318,127.0735348,37.533336,N,,
863,A13676504,정릉스카이쌍용,성북구,정릉동,아파트,분양,3,406,쌍용건설,정릉스카이 재건축 조합,1999-02-12 0:00,55787,127.0170717,37.5992583,N,기업그룹,쌍용건설
864,A15088614,롯데캐슬엠파이어,영등포구,여의도동,주상복합,분양,2,406,롯데건설,백조재건축 조합,2005-05-02 0:00,114226,126.9263879,37.5202486,N,기업그룹,롯데건설
865,A15722108,방화동부센트레빌,강서구,방화동,아파트,분양,7,407,동부건설(주),동부건설(주),2003-11-29 0:00,68327,126.8144739,37.5747161,N,,
866,A13203302,쌍문삼성래미안,도봉구,쌍문동,아파트,분양,10,407,삼성건설(주),주택재개발조합,2002-07-26 0:00,56670,127.0280022,37.6470609,N,기업그룹,삼성물산
867,A13785705,서초우성5차아파트,서초구,서초동,아파트,분양,2,408,우성건설,우성건설,1998-05-28 0:00,51887,127.0266736,37.4948555,N,,
868,A13785004,방배삼익,서초구,방배동,아파트,분양,4,408,삼익주택,삼익주택,1981-12-16 0:00,57441,127.0015573,37.4789582,N,,
869,A13286904,쌍문한양7차,도봉구,쌍문동,아파트,분양,3,408,한양건설,(주)코리아제록스직장주택조합외 6개 조합,1993-09-17 0:00,57119,127.0338661,37.6560261,N,,
870,A15288806,"신도림우성1,2차",구로구,신도림동,아파트,분양,5,408,우성건설,우성건설,1992-12-04 0:00,44868,126.8859402,37.5114702,N,,
871,A13185603,신내건영1차,중랑구,상봉동,아파트,분양,4,408,(주) 건영,(주)제일은행 직장주택조합,1997-08-13 0:00,53195,127.0934783,37.6039877,N,,
872,A13603701,동소문한신휴플러스,성북구,동소문동4가,아파트,분양,9,409,한신공영,동소문구역주택재개발조합,2004-07-05 0:00,61982,127.0140837,37.5952789,N,,
873,A13385202,응봉대림2차,성동구,응봉동,아파트,분양,3,410,대림산업,대림산업,1989-09-21 0:00,42692,127.0321202,37.552326,N,기업그룹,DL이앤씨
874,A13483803,명일중앙하이츠아파트,강동구,상일동,아파트,분양,5,410,중앙개발,중앙개발,1992-05-09 0:00,40781,127.1598371,37.5507165,N,,
